timestamp,peso_g
2026-05-06 19:55:48.332875,-19.29
2026-05-06 19:55:49.333633,-19.28
2026-05-06 19:55:50.334309,-19.44
2026-05-06 19:55:51.334760,-19.54
2026-05-06 19:55:52.335601,-19.69
2026-05-06 19:55:53.336593,-19.74
2026-05-06 19:55:54.337281,-19.68
2026-05-06 19:55:55.338242,2.03
2026-05-06 19:55:56.339185,1.53
2026-05-06 19:55:57.340187,1.01
2026-05-06 19:55:58.340745,1.21
2026-05-06 19:55:59.341497,1.18
2026-05-06 19:56:00.342199,-0.02
2026-05-06 19:56:01.343081,0.08
2026-05-06 19:56:02.343888,-0.83
2026-05-06 19:56:03.344651,-1.25
2026-05-06 19:56:04.345533,-1.73
2026-05-06 19:56:05.346054,-2.3
2026-05-06 19:56:06.346907,-2.78
2026-05-06 19:56:07.347683,-3.6
2026-05-06 19:56:08.348203,-4.06
2026-05-06 19:56:09.348929,-4.79
2026-05-06 19:56:10.349738,-5.13
2026-05-06 19:56:11.350684,-5.46
2026-05-06 19:56:12.351357,-6.22
2026-05-06 19:56:13.352124,-6.85
2026-05-06 19:56:14.353111,-7.64
2026-05-06 19:56:15.354067,-8.21
2026-05-06 19:56:16.354607,-8.75
2026-05-06 19:56:17.355459,-9.4
2026-05-06 19:56:18.356428,-9.89
2026-05-06 19:56:19.357243,-10.59
2026-05-06 19:56:20.358168,-11.02
2026-05-06 19:56:21.359098,-11.73
2026-05-06 19:56:22.359890,-12.39
2026-05-06 19:56:23.360489,-13.08
2026-05-06 19:56:24.361229,-13.52
2026-05-06 19:56:25.362158,-14.21
2026-05-06 19:56:26.362955,-14.81
2026-05-06 19:56:27.363755,-15.29
2026-05-06 19:56:28.364766,-16.03
2026-05-06 19:56:29.365393,-16.36
2026-05-06 19:56:30.365955,-17.11
2026-05-06 19:56:31.366688,-17.73
2026-05-06 19:56:32.367493,-18.08
2026-05-06 19:56:33.368342,-18.79
2026-05-06 19:56:34.369005,-19.3
2026-05-06 19:56:35.369696,-19.83
2026-05-06 19:56:36.370564,-20.39
2026-05-06 19:56:37.371108,-21.1
2026-05-06 19:56:38.372066,-21.7
2026-05-06 19:56:39.372780,-22.19
2026-05-06 19:56:40.373334,-22.78
2026-05-06 19:56:41.374295,-23.35
2026-05-06 19:56:42.375146,-23.77
2026-05-06 19:56:43.375995,-24.28
2026-05-06 19:56:44.376591,-24.82
2026-05-06 19:56:45.377461,-25.36
2026-05-06 19:56:46.378161,-25.77
2026-05-06 19:56:47.378871,-26.47
2026-05-06 19:56:48.379691,-27.04
2026-05-06 19:56:49.380370,-27.65
2026-05-06 19:56:50.381241,-28.13
2026-05-06 19:56:51.382078,-28.65
2026-05-06 19:56:52.383100,-29.25
2026-05-06 19:56:53.384068,-29.68
2026-05-06 19:56:54.384552,-30.13
2026-05-06 19:56:55.385136,-30.72
2026-05-06 19:56:56.385885,-31.16
2026-05-06 19:56:57.386865,-31.64
2026-05-06 19:56:58.387747,-32.08
2026-05-06 19:56:59.388391,-32.65
2026-05-06 19:57:00.389345,-33.05
2026-05-06 19:57:01.390051,-33.54
2026-05-06 19:57:02.390648,-34.16
2026-05-06 19:57:03.391530,-34.68
2026-05-06 19:57:04.392178,-35.25
2026-05-06 19:57:05.393073,-35.62
2026-05-06 19:57:06.393854,-36.06
2026-05-06 19:57:07.394760,-36.48
2026-05-06 19:57:08.395390,-36.97
2026-05-06 19:57:09.396333,-37.52
2026-05-06 19:57:10.397246,-38.1
2026-05-06 19:57:11.397974,-38.64
2026-05-06 19:57:12.398849,-38.91
2026-05-06 19:57:13.399965,-39.44
2026-05-06 19:57:14.400969,-39.87
2026-05-06 19:57:15.401547,-40.23
2026-05-06 19:57:16.402133,-40.76
2026-05-06 19:57:17.402978,-41.21
2026-05-06 19:57:18.403788,-41.69
2026-05-06 19:57:19.404716,-42.1
2026-05-06 19:57:20.405404,-42.66
2026-05-06 19:57:21.406311,-43.0
2026-05-06 19:57:22.407291,-43.43
2026-05-06 19:57:23.407996,-43.82
2026-05-06 19:57:24.408939,-44.39
2026-05-06 19:57:25.409599,-44.83
2026-05-06 19:57:26.410544,-45.29
2026-05-06 19:57:27.411292,-45.72
2026-05-06 19:57:28.411964,-46.19
2026-05-06 19:57:29.412607,-46.45
2026-05-06 19:57:30.413312,-46.97
2026-05-06 19:57:31.413854,-47.39
2026-05-06 19:57:32.414725,-47.84
2026-05-06 19:57:33.415534,-48.23
2026-05-06 19:57:34.416539,-48.63
2026-05-06 19:57:35.417531,-49.0
2026-05-06 19:57:36.418336,-49.51
2026-05-06 19:57:37.419256,-50.04
2026-05-06 19:57:38.420196,-50.42
2026-05-06 19:57:39.421026,-50.8
2026-05-06 19:57:40.421676,-51.18
2026-05-06 19:57:41.422388,-51.45
2026-05-06 19:57:42.423402,-51.92
2026-05-06 19:57:43.424362,-52.28
2026-05-06 19:57:44.424965,-52.81
2026-05-06 19:57:45.425572,-53.05
2026-05-06 19:57:46.426188,-53.48
2026-05-06 19:57:47.426960,-53.93
2026-05-06 19:57:48.427690,-54.37
2026-05-06 19:57:49.428469,-54.82
2026-05-06 19:57:50.428956,-55.42
2026-05-06 19:57:51.430068,-55.76
2026-05-06 19:57:52.430645,-55.94
2026-05-06 19:57:53.431500,-56.3
2026-05-06 19:57:54.432300,-56.65
2026-05-06 19:57:55.433147,-57.09
2026-05-06 19:57:56.433741,-57.43
2026-05-06 19:57:57.434736,-57.78
2026-05-06 19:57:58.435337,-58.08
2026-05-06 19:57:59.436347,-58.47
2026-05-06 19:58:00.437428,-58.85
2026-05-06 19:58:01.438436,-59.19
2026-05-06 19:58:02.439401,-59.59
2026-05-06 19:58:03.440542,-59.99
2026-05-06 19:58:04.441576,-60.37
2026-05-06 19:58:05.442119,-60.81
2026-05-06 19:58:06.442848,-61.15
2026-05-06 19:58:07.443309,-61.38
2026-05-06 19:58:08.444440,-61.82
2026-05-06 19:58:09.445149,-62.08
2026-05-06 19:58:10.446148,-62.52
2026-05-06 19:58:11.447106,-62.9
2026-05-06 19:58:12.447742,-63.22
2026-05-06 19:58:13.448216,-63.52
2026-05-06 19:58:14.448891,-63.87
2026-05-06 19:58:15.449764,-64.16
2026-05-06 19:58:16.450291,-64.49
2026-05-06 19:58:17.451208,-64.84
2026-05-06 19:58:18.451827,-65.19
2026-05-06 19:58:19.452422,-65.65
2026-05-06 19:58:20.453342,-66.0
2026-05-06 19:58:21.454082,-66.23
2026-05-06 19:58:22.454654,-66.65
2026-05-06 19:58:23.455370,-67.0
2026-05-06 19:58:24.456253,-67.43
2026-05-06 19:58:25.457256,-67.78
2026-05-06 19:58:26.457887,-68.08
2026-05-06 19:58:27.458900,-68.43
2026-05-06 19:58:28.459413,-68.81
2026-05-06 19:58:29.460334,-69.29
2026-05-06 19:58:30.461177,-69.48
2026-05-06 19:58:31.461901,-69.97
2026-05-06 19:58:32.462995,-70.42
2026-05-06 19:58:33.463910,-70.57
2026-05-06 19:58:34.464725,-70.87
2026-05-06 19:58:35.465433,-71.2
2026-05-06 19:58:36.466030,-71.52
2026-05-06 19:58:37.467049,-71.91
2026-05-06 19:58:38.467762,-72.14
2026-05-06 19:58:39.468226,-72.6
2026-05-06 19:58:40.468753,-72.85
2026-05-06 19:58:41.469401,-73.25
2026-05-06 19:58:42.470324,-73.63
2026-05-06 19:58:43.471362,-73.95
2026-05-06 19:58:44.471972,-74.48
2026-05-06 19:58:45.472708,-74.65
2026-05-06 19:58:46.473459,-75.04
2026-05-06 19:58:47.474263,-75.17
2026-05-06 19:58:48.475307,-75.51
2026-05-06 19:58:49.475939,-75.93
2026-05-06 19:58:50.476936,-76.2
2026-05-06 19:58:51.477671,-76.44
2026-05-06 19:58:52.478523,-76.85
2026-05-06 19:58:53.479576,-77.1
2026-05-06 19:58:54.480582,-77.43
2026-05-06 19:58:55.481096,-77.68
2026-05-06 19:58:56.481779,-78.02
2026-05-06 19:58:57.482633,-78.25
2026-05-06 19:58:58.483295,-78.69
2026-05-06 19:58:59.483848,-78.95
2026-05-06 19:59:00.484860,-79.34
2026-05-06 19:59:01.485889,-79.63
2026-05-06 19:59:02.486461,-79.9
2026-05-06 19:59:03.486982,-80.21
2026-05-06 19:59:04.487682,-80.57
2026-05-06 19:59:05.488503,-80.76
2026-05-06 19:59:06.489265,-81.05
2026-05-06 19:59:07.489912,-81.42
2026-05-06 19:59:08.490881,-81.57
2026-05-06 19:59:09.491684,-81.82
2026-05-06 19:59:10.492606,-82.2
2026-05-06 19:59:11.493518,-82.56
2026-05-06 19:59:12.494201,-82.65
2026-05-06 19:59:13.495296,-83.13
2026-05-06 19:59:14.495994,-83.39
2026-05-06 19:59:15.496612,-83.69
2026-05-06 19:59:16.497134,-84.13
2026-05-06 19:59:17.498015,-84.33
2026-05-06 19:59:18.498674,-85.49
2026-05-06 19:59:19.499480,-87.04
2026-05-06 19:59:20.500042,-90.15
2026-05-06 19:59:21.500908,-91.23
2026-05-06 19:59:22.501663,-91.71
2026-05-06 19:59:23.502516,-92.05
2026-05-06 19:59:24.503103,-92.16
2026-05-06 19:59:25.504119,-92.42
2026-05-06 19:59:26.505058,-92.78
2026-05-06 19:59:27.506001,-93.08
2026-05-06 19:59:28.506580,-93.26
2026-05-06 19:59:29.507535,-93.65
2026-05-06 19:59:30.508303,-93.93
2026-05-06 19:59:31.508818,-94.0
2026-05-06 19:59:32.509713,-94.29
2026-05-06 19:59:33.510270,-94.48
2026-05-06 19:59:34.511324,-94.61
2026-05-06 19:59:35.511848,-94.79
2026-05-06 19:59:36.512734,-94.96
2026-05-06 19:59:37.513377,-95.11
2026-05-06 19:59:38.514289,-95.28
2026-05-06 19:59:39.514868,-95.42
2026-05-06 19:59:40.515557,-95.65
2026-05-06 19:59:41.516335,-95.8
2026-05-06 19:59:42.517214,-95.89
2026-05-06 19:59:43.517746,-96.02
2026-05-06 19:59:44.518458,-96.2
2026-05-06 19:59:45.519136,-96.32
2026-05-06 19:59:46.520035,-96.48
2026-05-06 19:59:47.520686,-96.63
2026-05-06 19:59:48.521559,-96.76
2026-05-06 19:59:49.522222,-96.87
2026-05-06 19:59:50.522963,-97.0
2026-05-06 19:59:51.523713,-97.07
2026-05-06 19:59:52.524536,-97.24
2026-05-06 19:59:53.525202,-97.31
2026-05-06 19:59:54.526213,-97.48
2026-05-06 19:59:55.527013,-97.67
2026-05-06 19:59:56.527918,-97.75
2026-05-06 19:59:57.528564,-97.84
2026-05-06 19:59:58.529120,-97.97
2026-05-06 19:59:59.529934,-98.06
2026-05-06 20:00:00.530763,-98.21
2026-05-06 20:00:01.531772,-98.27
2026-05-06 20:00:02.532842,-98.41
2026-05-06 20:00:03.533576,-98.55
2026-05-06 20:00:04.534489,-98.62
2026-05-06 20:00:05.535334,-98.74
2026-05-06 20:00:06.535981,-98.84
2026-05-06 20:00:07.536627,-98.91
2026-05-06 20:00:08.537192,-99.04
2026-05-06 20:00:09.538193,-99.12
2026-05-06 20:00:10.538895,-99.31
2026-05-06 20:00:11.539764,-99.39
2026-05-06 20:00:12.540278,-99.41
2026-05-06 20:00:13.540813,-99.61
2026-05-06 20:00:14.541680,-99.68
2026-05-06 20:00:15.542341,-99.76
2026-05-06 20:00:16.543400,-99.94
2026-05-06 20:00:17.543926,-100.01
2026-05-06 20:00:18.544931,-100.12
2026-05-06 20:00:19.545729,-100.19
2026-05-06 20:00:20.546415,-100.31
2026-05-06 20:00:21.547521,-100.41
2026-05-06 20:00:22.548132,-100.45
2026-05-06 20:00:23.548960,-100.55
2026-05-06 20:00:24.549843,-100.71
2026-05-06 20:00:25.550478,-100.81
2026-05-06 20:00:26.551083,-100.88
2026-05-06 20:00:27.551857,-100.99
2026-05-06 20:00:28.552784,-101.09
2026-05-06 20:00:29.553389,-101.2
2026-05-06 20:00:30.554218,-101.27
2026-05-06 20:00:31.555021,-101.33
2026-05-06 20:00:32.555913,-101.44
2026-05-06 20:00:33.556825,-101.53
2026-05-06 20:00:34.557579,-101.63
2026-05-06 20:00:35.558473,-101.75
